date,away,home,away_score,home_score,away_ml,home_ml,spread,o/u
1105,VIRGINIA,WAKE-FOREST,20,27,110,-130,2,45
1105,OKLAHOMA-STATE,KANSAS-STATE,43,37,100,-120,1,58
1105,EAST-CAROLINA,TULSA,24,45,300,-360,10,75
1105,TEXAS-SAN-ANTONIO,MIDDLE-TENNESSEE-STATE,45,25,800,-1400,20.5,64
1105,CHARLOTTE,SOUTHERN-MISSISSIPPI,38,27,650,-1000,17,60
1105,TEXAS-CHRISTIAN,BAYLOR,62,22,210,-250,7,66
1105,PITTSBURGH,MIAMI-FL,28,51,180,-210,4.5,58
1105,GEORGIA-TECH,NORTH-CAROLINA,20,48,375,-450,12.5,65
1105,VANDERBILT,AUBURN,16,23,1200,-3000,22.5,45
1105,GEORGIA,KENTUCKY,27,24,-140,120,-2.5,52
1105,FLORIDA,ARKANSAS,10,31,-170,150,-3.5,44
1105,FRESNO-STATE,COLORADO-STATE,0,37,600,-900,17,58
1105,GEORGIA-SOUTHERN,MISSISSIPPI,27,37,1500,-5000,28,63
1105,MASSACHUSETTS,TROY,31,52,950,-1800,23,57
1105,FLORIDA-ATLANTIC,RICE,42,25,160,-180,3.5,56
1105,UTAH-STATE,WYOMING,28,52,165,-185,4.5,55
1105,MISSOURI,SOUTH-CAROLINA,21,31,180,-210,4.5,56
1105,SOUTH-ALABAMA,LOUISIANA-MONROE,35,42,-350,290,-9,50
1105,FLORIDA-INTERNATIONAL,WESTERN-KENTUCKY,21,49,6500,-16500,34.5,64
1105,LOUISIANA-TECH,NORTH-TEXAS,45,24,-1100,700,-20,64
1105,WASHINGTON,CALIFORNIA,66,27,-1100,700,-19.5,75
1105,OREGON,SOUTHERN-CALIFORNIA,20,45,550,-800,16.5,78
1105,MARSHALL,OLD-DOMINION,14,38,270,-330,8.5,58
1105,HAWAII,SAN-DIEGO-STATE,0,55,850,-1500,20.5,51
1105,TEXAS,TEXAS-TECH,45,37,-140,120,-2.5,86
1105,TEXAS-AM,MISSISSIPPI-STATE,28,35,-380,320,-10,61
1105,MEMPHIS,SOUTHERN-METHODIST,51,7,-160,140,-3,65
1105,IOWA,PENN-STATE,14,41,210,-250,6.5,51
1105,OREGON-STATE,STANFORD,15,26,550,-800,16.5,42
1105,ARIZONA,WASHINGTON-STATE,7,69,500,-700,15,66
1105,ALABAMA,LOUISIANA-STATE,10,0,-280,240,-7,46
1105,WISCONSIN,NORTHWESTERN,21,7,-270,230,-6.5,42
1105,NEBRASKA,OHIO-STATE,3,62,600,-900,17,53
1105,NEVADA,NEW-MEXICO,26,35,475,-650,15,59
1105,TULANE,CENTRAL-FLORIDA,6,37,550,-800,16.5,47
1108,EASTERN-MICHIGAN,BALL-STATE,48,41,118,-138,2,59
1108,WESTERN-MICHIGAN,KENT-STATE,37,21,-1300,800,-21,54
1109,TOLEDO,NORTHERN-ILLINOIS,31,24,-298,235,-7,68
1109,BOWLING-GREEN-STATE,AKRON,38,28,345,-425,11,73
1110,NORTH-CAROLINA,DUKE,27,28,-400,325,-10.5,66
1110,LOUISIANA-LAFAYETTE,GEORGIA-SOUTHERN,33,26,215,-265,6,45
1110,UTAH,ARIZONA-STATE,49,26,-164,144,-3.5,56
1111,BOSTON-COLLEGE,FLORIDA-STATE,7,45,1000,-2000,20.5,47
1112,NORTHWESTERN,PURDUE,45,17,-500,400,-13.5,58
1112,PITTSBURGH,CLEMSON,43,42,1000,-2000,22,62
1112,CINCINNATI,CENTRAL-FLORIDA,3,24,350,-420,11,55
1112,OHIO-STATE,MARYLAND,62,3,-10000,4000,-27.5,57
1112,PENN-STATE,INDIANA,45,31,-240,200,-6,60
1112,WAKE-FOREST,LOUISVILLE,12,44,8000,-21500,34.5,57
1112,IOWA-STATE,KANSAS,31,24,-360,300,-10,54
1112,SOUTHERN-METHODIST,EAST-CAROLINA,55,31,230,-270,7,63
1112,TULSA,NAVY,40,42,130,-150,3,72
1112,MIAMI-OH,BUFFALO,35,24,-360,300,-10,50
1112,NORTH-CAROLINA-STATE,SYRACUSE,35,20,-300,250,-7.5,61
1112,GEORGIA-TECH,VIRGINIA-TECH,30,20,425,-550,14,55
1112,TEXAS-TECH,OKLAHOMA-STATE,44,45,330,-400,10.5,88
1112,MISSISSIPPI,TEXAS-AM,29,28,240,-280,7,62
1112,RICE,CHARLOTTE,22,21,375,-450,11.5,60
1112,NEW-MEXICO-STATE,ARKANSAS-STATE,22,41,650,-1000,18.5,63
1112,WYOMING,NEVADA-LAS-VEGAS,66,69,-280,240,-7,61
1112,COLORADO-STATE,AIR-FORCE,46,49,250,-300,7,54
1112,MISSISSIPPI-STATE,ALABAMA,3,51,4000,-10000,30,52
1112,NORTH-TEXAS,WESTERN-KENTUCKY,7,45,3750,-9000,28.5,66
1112,APPALACHIAN-STATE,TROY,24,28,110,-130,2,49
1112,AUBURN,GEORGIA,7,13,-350,290,-9,50
1112,ILLINOIS,WISCONSIN,3,48,1400,-4000,24.5,42
1112,KENTUCKY,TENNESSEE,36,49,425,-550,14,58
1112,SOUTH-CAROLINA,FLORIDA,7,20,375,-450,12.5,38
1112,LOUISIANA-STATE,ARKANSAS,38,10,-280,240,-7,46
1112,STANFORD,OREGON,52,27,-145,125,-2.5,58
1112,ARMY,NOTRE-DAME,6,44,400,-500,13.5,54
1112,SOUTHERN-MISSISSIPPI,OLD-DOMINION,35,51,100,-120,1,64
1112,RUTGERS,MICHIGAN-STATE,0,49,475,-650,17,53
1112,MIAMI-FL,VIRGINIA,34,14,-400,330,-10.5,55
1112,TEXAS-SAN-ANTONIO,LOUISIANA-TECH,35,63,1100,-2500,22.5,64
1112,CALIFORNIA,WASHINGTON-STATE,21,56,650,-1000,17.5,79
1112,SOUTHERN-CALIFORNIA,WASHINGTON,26,13,270,-330,8.5,60
1112,OREGON-STATE,UCLA,24,38,370,-440,11.5,49
1112,TEXAS-EL-PASO,FLORIDA-ATLANTIC,31,35,170,-190,4.5,54
1112,BOISE-STATE,HAWAII,52,16,-2000,1000,-21.5,63
1112,MIDDLE-TENNESSEE-STATE,MARSHALL,17,42,-310,260,-7.5,60
1112,WEST-VIRGINIA,TEXAS,24,20,-115,-105,-1,66
1112,BAYLOR,OKLAHOMA,24,45,650,-1000,18.5,79
1112,MINNESOTA,NEBRASKA,17,24,210,-250,6.5,48
1112,LOUISIANA-MONROE,GEORGIA-STATE,37,23,400,-500,12.5,52
1112,VANDERBILT,MISSOURI,17,26,155,-175,4,53
1112,SOUTH-FLORIDA,MEMPHIS,49,42,-165,145,-3.5,75
1112,MICHIGAN,IOWA,13,14,-2000,1000,-24,51
1112,TULANE,HOUSTON,18,30,1400,-4000,26,49
1112,COLORADO,ARIZONA,49,24,-1000,650,-17.5,60
1112,NEW-MEXICO,UTAH-STATE,24,21,-120,100,-1.5,59
1112,SAN-DIEGO-STATE,NEVADA,46,16,-1800,950,-21.5,50
1115,KENT-STATE,BOWLING-GREEN-STATE,7,42,-145,125,-2.5,53
1115,OHIO,CENTRAL-MICHIGAN,20,27,100,-120,1,51
1116,BALL-STATE,TOLEDO,19,37,900,-1600,20.5,68
1116,NORTHERN-ILLINOIS,EASTERN-MICHIGAN,31,24,-120,100,-1,62
1117,LOUISVILLE,HOUSTON,10,36,-1100,700,-17.5,67
1117,ARKANSAS-STATE,TROY,35,3,360,-430,10,53
1118,MEMPHIS,CINCINNATI,34,7,-270,230,-7,61
1119,CONNECTICUT,BOSTON-COLLEGE,0,30,250,-300,8,35
1119,LOUISIANA-MONROE,APPALACHIAN-STATE,17,42,1400,-4000,25,51
1119,TEXAS-EL-PASO,RICE,24,44,120,-140,2.5,55
1119,MIAMI-FL,NORTH-CAROLINA-STATE,27,13,-145,125,-2.5,51
1119,TEXAS-TECH,IOWA-STATE,10,66,-170,150,-3.5,76
1119,IOWA,ILLINOIS,28,0,-320,265,-8,45
1119,NORTHWESTERN,MINNESOTA,12,29,-120,100,-1,47
1119,DUKE,PITTSBURGH,14,56,270,-330,7.5,60
1119,TEXAS-SAN-ANTONIO,TEXAS-AM,10,23,1200,-3000,25.5,56
1119,MARYLAND,NEBRASKA,7,28,400,-500,13,49
1119,OKLAHOMA,WEST-VIRGINIA,56,28,-170,150,-3.5,62
1119,MIDDLE-TENNESSEE-STATE,CHARLOTTE,38,31,-180,160,-4,54
1119,MASSACHUSETTS,BRIGHAM-YOUNG,9,51,3250,-7500,28,54
1119,LOUISIANA-LAFAYETTE,GEORGIA,21,35,1000,-2000,21,44
1119,SAN-DIEGO-STATE,WYOMING,33,34,-340,280,-9.5,53
1119,NEW-MEXICO,COLORADO-STATE,31,49,220,-260,6.5,62
1119,INDIANA,MICHIGAN,10,20,1000,-2000,24,51
1119,VIRGINIA-TECH,NOTRE-DAME,34,31,100,-120,1,52
1119,KANSAS-STATE,BAYLOR,42,21,120,-140,2.5,59
1119,VIRGINIA,GEORGIA-TECH,17,31,375,-450,10.5,54
1119,FLORIDA-STATE,SYRACUSE,45,14,-2500,1100,-23,66
1119,MISSISSIPPI,VANDERBILT,17,38,-360,300,-9.5,50
1119,TEXAS-STATE,NEW-MEXICO-STATE,10,50,265,-320,9.5,67
1119,ARIZONA,OREGON-STATE,17,42,140,-160,3,59
1119,ARIZONA-STATE,WASHINGTON,18,44,1400,-4000,26,62
1119,WASHINGTON-STATE,COLORADO,24,38,175,-200,5.5,59
1119,STANFORD,CALIFORNIA,45,31,-360,300,-10,60
1119,SOUTHERN-MISSISSIPPI,NORTH-TEXAS,23,29,-240,200,-6,58
1119,OLD-DOMINION,FLORIDA-ATLANTIC,42,24,-340,280,-8.5,61
1119,MARSHALL,FLORIDA-INTERNATIONAL,14,31,-145,125,-2.5,53
1119,ARKANSAS,MISSISSIPPI-STATE,58,42,100,-120,1,57
1119,HAWAII,FRESNO-STATE,14,13,-150,130,-3,54
1119,SOUTH-FLORIDA,SOUTHERN-METHODIST,35,27,-500,400,-12.5,73
1119,TULSA,CENTRAL-FLORIDA,35,20,110,-130,1.5,64
1119,TEMPLE,TULANE,31,0,-600,450,-14.5,43
1119,OHIO-STATE,MICHIGAN-STATE,17,16,-1400,800,-20,49
1119,TEXAS,KANSAS,21,24,-2500,1100,-23,62
1119,CLEMSON,WAKE-FOREST,35,13,-2000,1000,-23.5,48
1119,MISSOURI,TENNESSEE,37,63,550,-800,17,70
1119,GEORGIA-SOUTHERN,GEORGIA-STATE,24,30,-160,140,-3,47
1119,SOUTHERN-CALIFORNIA,UCLA,36,14,-500,400,-13,53
1119,OKLAHOMA-STATE,TEXAS-CHRISTIAN,31,6,200,-240,6,68
1119,PENN-STATE,RUTGERS,39,0,-4000,1400,-24.5,54
1119,OREGON,UTAH,30,28,350,-420,11.5,71
1119,AIR-FORCE,SAN-JOSE-STATE,41,38,-450,375,-11.5,55
1119,UTAH-STATE,NEVADA,37,38,-260,220,-7,56
1119,NAVY,EAST-CAROLINA,66,31,-310,260,-7.5,64
1119,FLORIDA,LOUISIANA-STATE,16,10,450,-600,13.5,37
1122,AKRON,OHIO,3,9,319,-391,10.5,54
1122,BALL-STATE,MIAMI-OH,20,21,225,-275,7,54
1122,CENTRAL-MICHIGAN,EASTERN-MICHIGAN,21,26,-115,-105,-1,56
1124,LOUISIANA-STATE,TEXAS-AM,54,39,-240,200,-6.5,48
1125,BUFFALO,BOWLING-GREEN-STATE,19,27,375,-450,11,59
1125,TOLEDO,WESTERN-MICHIGAN,35,55,270,-330,8.5,72
1125,NORTHERN-ILLINOIS,KENT-STATE,31,21,-270,230,-7,46
1125,NEBRASKA,IOWA,10,40,150,-170,3,45
1125,ARKANSAS,MISSOURI,24,28,-300,250,-8,72
1125,CINCINNATI,TULSA,37,40,900,-1600,21.5,63
1125,TEXAS-CHRISTIAN,TEXAS,31,9,130,-150,3,61
1125,BOISE-STATE,AIR-FORCE,20,27,-310,260,-7,64
1125,LOUISIANA-TECH,SOUTHERN-MISSISSIPPI,24,39,-700,500,-15.5,71
1125,NORTH-CAROLINA-STATE,NORTH-CAROLINA,28,21,320,-380,9,64
1125,HOUSTON,MEMPHIS,44,48,-190,170,-4.5,61
1125,WASHINGTON,WASHINGTON-STATE,45,17,-260,220,-6.5,62
1125,TEXAS-TECH,BAYLOR,54,35,160,-180,4,84
1125,ARIZONA-STATE,ARIZONA,35,56,-120,100,-1,66
1126,SOUTH-CAROLINA,CLEMSON,7,56,1400,-4000,26.5,49
1126,EAST-CAROLINA,TEMPLE,10,37,850,-1500,22.5,59
1126,TULANE,CONNECTICUT,38,13,-125,105,-1.5,36
1126,RUTGERS,MARYLAND,13,31,500,-700,15.5,55
1126,SYRACUSE,PITTSBURGH,61,76,1200,-3000,24.5,65
1126,WEST-VIRGINIA,IOWA-STATE,49,19,-300,250,-7.5,60
1126,ILLINOIS,NORTHWESTERN,21,42,525,-750,16,48
1126,PURDUE,INDIANA,24,26,800,-1400,21,66
1126,MICHIGAN-STATE,PENN-STATE,12,45,375,-450,11.5,53
1126,BOSTON-COLLEGE,WAKE-FOREST,17,14,130,-150,3,34
1126,KANSAS,KANSAS-STATE,19,34,1200,-3000,24,51
1126,MINNESOTA,WISCONSIN,17,31,475,-650,14,43
1126,DUKE,MIAMI-FL,21,40,525,-750,16,55
1126,GEORGIA-TECH,GEORGIA,28,27,175,-200,4.5,49
1126,VIRGINIA,VIRGINIA-TECH,10,52,700,-1100,19.5,54
1126,AUBURN,ALABAMA,12,30,900,-1600,21,47
1126,KENTUCKY,LOUISVILLE,41,38,1700,-7000,28,71
1126,UCLA,CALIFORNIA,10,36,-155,135,-3,71
1126,NEVADA,NEVADA-LAS-VEGAS,45,10,330,-400,10,59
