date,away,home,away_score,home_score,away_ml,home_ml,spread,o/u,a_first_downs,a_opponents_first_downs,a_fumbles_lost,a_opponents_fumbles_lost,a_interceptions,a_opponents_interceptions,a_pass_attempts,a_opponents_pass_attempts,a_pass_completions,a_opponents_pass_completions,a_pass_touchdowns,a_opponents_pass_touchdowns,a_pass_yards,a_opponents_pass_yards,a_penalties,a_opponents_penalties,a_points_against_per_game,a_points_per_game,a_rush_attempts,a_opponents_rush_attempts,a_rush_touchdowns,a_opponents_rush_touchdowns,a_rush_yards,a_opponents_rush_yards,a_yards,a_opponents_yards,a_turnovers,a_opponents_turnovers,a_yards_from_penalties,a_opponents_yards_from_penalties,a_pass_completion_percentage,a_opponents_pass_completion_percentage,a_pass_yards_per_attempt,a_opponents_pass_yards_per_attempt,a_plays,a_opponents_plays,a_points_per_play,a_opponents_points_per_play,a_rush_yards_per_attempt,a_opponents_rush_yards_per_attempt,a_yards_per_play,a_opponents_yards_per_play,a_acc,a_american,a_big-12,a_big-ten,a_cusa,a_mac,a_mwc,a_pac-12,a_sec,a_sun-belt,a_simple_rating_system,a_strength_of_schedule,h_first_downs,h_opponents_first_downs,h_fumbles_lost,h_opponents_fumbles_lost,h_interceptions,h_opponents_interceptions,h_pass_attempts,h_opponents_pass_attempts,h_pass_completions,h_opponents_pass_completions,h_pass_touchdowns,h_opponents_pass_touchdowns,h_pass_yards,h_opponents_pass_yards,h_penalties,h_opponents_penalties,h_points_against_per_game,h_points_per_game,h_rush_attempts,h_opponents_rush_attempts,h_rush_touchdowns,h_opponents_rush_touchdowns,h_rush_yards,h_opponents_rush_yards,h_yards,h_opponents_yards,h_turnovers,h_opponents_turnovers,h_yards_from_penalties,h_opponents_yards_from_penalties,h_pass_completion_percentage,h_opponents_pass_completion_percentage,h_pass_yards_per_attempt,h_opponents_pass_yards_per_attempt,h_plays,h_opponents_plays,h_points_per_play,h_opponents_points_per_play,h_rush_yards_per_attempt,h_opponents_rush_yards_per_attempt,h_yards_per_play,h_opponents_yards_per_play,h_acc,h_american,h_big-12,h_big-ten,h_cusa,h_mac,h_mwc,h_pac-12,h_sec,h_sun-belt,h_simple_rating_system,h_strength_of_schedule
09-02,KANSAS-STATE,STANFORD,13,26,380,-475,12.0,49,18.5,22.5,0.5,0.8,1.0,0.4,26.5,34.7,12.5,22.3,1.1,1.9,176.0,285.5,5.1,5.8,31.5,29.9,40.8,37.8,2.2,1.9,157.0,166.7,333.0,452.2,1.5,1.2,38.5,53.5,0.4716981132075472,0.6426512968299711,6.6415094339622645,8.227665706051873,67.3,69.4,0.4442793462109955,0.45389048991354464,3.8480392156862746,4.41005291005291,4.947994056463596,6.5158501440922185,0,0,1,0,0,0,0,0,0,0,1.83,2.06,22.2,19.1,0.4,0.4,0.6,0.6,22.7,33.8,15.2,19.4,2.1,1.4,211.8,229.0,5.6,5.7,22.6,37.8,43.6,32.4,2.4,1.1,223.6,139.3,435.4,368.3,0.9,1.0,46.3,53.0,0.6696035242290749,0.5739644970414202,9.330396475770925,6.775147928994083,66.3,67.6,0.5701357466063348,0.334319526627219,5.128440366972477,4.299382716049383,6.567119155354449,5.448224852071006,0,0,0,0,0,0,0,1,0,0,18.81,5.17
09-02,TOLEDO,ARKANSAS-STATE,31,10,165,-185,4.0,63,22.3,20.5,0.3,0.8,0.8,1.0,34.3,39.4,19.3,23.0,2.0,1.3,253.0,258.7,8.0,7.8,20.8,35.0,40.9,34.6,2.1,0.8,208.4,116.6,461.4,375.3,1.2,1.8,68.2,73.6,0.5626822157434404,0.583756345177665,7.376093294460642,6.565989847715736,75.19999999999999,78.8,0.46542553191489366,0.2639593908629442,5.0953545232273845,3.3699421965317917,6.135638297872341,4.7626903553299496,0,0,0,0,0,1,0,0,0,0,10.16,-1.51,22.3,19.6,0.8,0.6,1.2,2.0,28.1,37.9,15.9,20.5,1.8,2.0,207.2,267.8,8.4,7.2,30.2,40.0,46.8,34.9,2.7,1.5,232.1,153.0,439.2,420.8,2.0,2.6,80.3,65.3,0.5658362989323843,0.5408970976253298,7.373665480427046,7.065963060686016,74.9,75.8,0.5340453938584779,0.39841688654353563,4.9594017094017095,4.383954154727794,5.863818424566087,5.5514511873350925,0,0,0,0,0,0,0,0,0,1,0.74,-6.26
09-03,GEORGIA-TECH,BOSTON-COLLEGE,17,14,-165,145,-3.0,43,19.4,17.6,1.2,0.7,0.8,0.8,16.0,28.1,6.8,16.8,1.2,1.0,121.3,202.9,3.2,6.3,25.8,29.3,48.6,35.2,2.5,1.9,256.7,165.1,378.0,368.0,2.0,1.4,27.4,48.5,0.425,0.597864768683274,7.58125,7.220640569395018,64.6,56.2,0.45356037151702794,0.4590747330960854,5.281893004115226,4.690340909090908,5.85139318885449,6.548042704626334,1,0,0,0,0,0,0,0,0,0,1.43,4.6,14.5,13.8,0.9,0.8,0.8,1.1,20.7,27.8,9.2,14.4,0.7,0.8,110.9,171.3,6.5,6.5,15.3,17.2,41.9,34.8,1.4,0.5,164.7,83.3,275.6,254.6,1.7,1.9,57.4,53.2,0.4444444444444444,0.5179856115107914,5.357487922705315,6.161870503597123,62.599999999999994,55.6,0.2747603833865815,0.2751798561151079,3.9307875894988067,2.3936781609195403,4.402555910543132,4.5791366906474815,1,0,0,0,0,0,0,0,0,0,-1.73,2.11
09-03,HAWAII,MICHIGAN,3,63,18500,-55500,38.0,54,21.25,27.6,1.5,0.3,1.3,0.1,33.25,41.0,16.25,27.6,0.95,2.8,213.2,324.95,7.1,6.4,43.3,24.3,35.3,43.9,2.1,2.25,185.95,214.6,399.15,539.55,2.8,0.4,60.5,70.9,0.48872180451127817,0.6731707317073171,6.412030075187969,7.925609756097561,68.55,82.0,0.3544857768052517,0.5280487804878048,5.267705382436261,4.888382687927107,5.822757111597374,6.579878048780487,0,0,0,0,0,0,1,0,0,0,-14.63,-2.71,20.4,16.7,0.5,0.2,0.8,0.8,31.9,29.3,19.8,13.9,1.6,0.6,237.7,158.3,6.7,5.7,16.4,31.4,37.8,33.6,2.1,0.9,158.2,122.4,395.9,280.7,1.2,0.9,59.8,51.4,0.6206896551724138,0.47440273037542663,7.45141065830721,5.402730375426621,69.69999999999999,58.6,0.4505021520803444,0.2798634812286689,4.185185185185185,3.642857142857143,5.680057388809183,4.790102389078498,0,0,0,1,0,0,0,0,0,0,16.34,4.57
09-03,MIAMI-OH,IOWA,21,45,2800,-6200,28.0,52,16.7,20.7,1.0,0.6,1.6,0.8,31.2,31.3,14.8,19.3,1.5,1.7,211.0,235.7,7.4,6.7,32.0,17.9,35.7,40.7,0.6,2.2,129.7,171.4,340.7,407.1,2.6,1.4,64.3,56.6,0.4743589743589744,0.6166134185303515,6.762820512820513,7.53035143769968,66.9,62.6,0.26756352765321373,0.5111821086261981,3.633053221288515,4.211302211302211,5.092675635276532,6.503194888178914,0,0,0,0,0,1,0,0,0,0,-12.02,-3.11,20.3,19.3,0.8,0.6,0.4,1.4,26.4,35.2,16.2,18.9,1.2,1.1,204.4,219.6,5.2,6.4,20.4,30.9,40.6,33.5,2.5,0.8,181.7,121.4,386.1,341.0,1.1,1.9,48.8,58.9,0.6136363636363636,0.5369318181818181,7.742424242424243,6.238636363636363,67.0,70.4,0.46119402985074626,0.28977272727272724,4.475369458128078,3.6238805970149257,5.762686567164179,4.84375,0,0,0,1,0,0,0,0,0,0,10.8,1.51
09-03,WESTERN-MICHIGAN,NORTHWESTERN,22,21,143,-163,3.0,53,23.7,19.8,0.6,0.6,0.7,0.8,31.1,31.1,21.0,17.4,2.3,1.8,287.1,232.6,6.2,5.5,28.3,36.0,40.5,34.5,2.2,1.7,203.7,181.1,490.8,413.7,1.3,1.4,57.9,44.8,0.67524115755627,0.5594855305466238,9.231511254019292,7.479099678456591,71.6,62.2,0.5027932960893855,0.454983922829582,5.029629629629629,5.249275362318841,6.854748603351956,6.65112540192926,0,0,0,0,0,1,0,0,0,0,4.77,-0.08,17.8,17.3,0.5,0.7,1.0,0.9,27.1,34.8,13.4,18.8,0.6,0.4,138.5,192.8,4.5,4.6,18.6,19.5,46.2,35.6,1.2,1.6,188.5,126.2,327.1,318.9,1.5,1.6,39.7,41.5,0.49446494464944646,0.5402298850574714,5.11070110701107,5.540229885057472,73.30000000000001,69.6,0.26603001364256473,0.26724137931034486,4.08008658008658,3.544943820224719,4.462482946793997,4.581896551724138,0,0,0,1,0,0,0,0,0,0,7.3,4.23
09-03,BOWLING-GREEN-STATE,OHIO-STATE,10,77,2800,-6200,27.0,64,27.8,23.4,0.5,0.5,0.6,1.4,42.4,35.1,28.4,20.7,3.4,1.4,366.8,235.4,8.8,6.4,28.9,42.2,38.7,42.4,2.4,2.0,180.0,183.0,546.8,418.4,1.1,1.9,80.9,63.7,0.6698113207547169,0.5897435897435896,8.650943396226415,6.706552706552706,81.1,70.2,0.5203452527743527,0.41168091168091164,4.651162790697674,4.316037735849057,6.7422934648582,5.96011396011396,0,0,0,0,0,1,0,0,0,0,8.09,-0.34,21.5,16.6,0.7,0.7,0.7,0.9,24.9,31.6,15.6,15.9,1.5,1.1,188.8,184.5,5.8,5.3,15.1,35.7,43.7,37.5,3.0,0.8,245.3,126.8,434.1,311.3,1.4,1.6,54.7,41.4,0.6265060240963856,0.5031645569620253,7.582329317269077,5.8386075949367084,68.6,63.2,0.5204081632653063,0.2389240506329114,5.613272311212815,3.381333333333333,6.32798833819242,4.925632911392405,0,0,0,1,0,0,0,0,0,0,20.73,3.81
09-03,KENT-STATE,PENN-STATE,13,33,1350,-2300,24.0,44,14.1,19.8,0.9,0.5,0.8,1.0,28.6,30.8,14.6,16.6,0.8,1.8,138.1,208.7,7.8,6.8,26.1,13.1,37.3,41.2,0.5,1.2,135.3,143.9,273.3,352.6,1.8,1.5,72.7,64.3,0.5104895104895104,0.538961038961039,4.828671328671328,6.775974025974025,65.9,61.6,0.19878603945371773,0.4237012987012987,3.627345844504022,3.4927184466019416,4.147192716236722,5.724025974025975,0,0,0,0,0,1,0,0,0,0,-11.29,-1.96,16.5,18.0,0.9,0.9,0.5,0.8,31.1,28.6,16.5,16.5,1.5,1.1,214.5,173.5,5.2,7.0,21.8,23.2,32.6,39.3,1.2,1.5,133.9,151.0,348.4,324.5,1.4,1.7,41.6,58.4,0.5305466237942122,0.5769230769230769,6.897106109324758,6.066433566433566,63.7,57.2,0.3642072213500785,0.3811188811188811,4.107361963190184,3.8422391857506364,5.46938775510204,5.6730769230769225,0,0,0,1,0,0,0,0,0,0,6.46,4.77
09-03,MISSOURI,WEST-VIRGINIA,11,26,315,-380,9.0,51,15.1,17.8,0.4,0.6,1.0,0.8,31.1,29.5,15.5,18.3,0.8,0.8,165.5,169.3,5.3,5.2,16.2,13.6,33.1,40.3,0.4,0.9,115.4,132.8,280.9,302.0,1.4,1.3,43.1,50.4,0.4983922829581993,0.6203389830508474,5.321543408360128,5.738983050847458,64.2,59.0,0.2118380062305296,0.2745762711864407,3.486404833836858,3.2952853598014893,4.375389408099688,5.11864406779661,0,0,0,0,0,0,0,0,1,0,0.2,3.04,25.0,19.8,0.5,0.6,1.2,1.8,33.0,34.3,17.8,17.7,2.0,1.8,251.5,237.7,6.7,6.3,24.6,34.0,47.9,40.2,1.9,0.6,228.2,158.8,479.7,396.5,1.7,2.4,70.0,61.2,0.5393939393939394,0.5160349854227405,7.621212121212121,6.930029154518951,80.9,68.6,0.4202719406674907,0.35860058309037907,4.764091858037578,3.9502487562189055,5.929542645241038,5.779883381924199,0,0,1,0,0,0,0,0,0,0,7.59,2.21
09-03,NEW-MEXICO-STATE,TEXAS-EL-PASO,22,38,295,-355,9.0,58,20.1,24.8,0.6,0.8,1.2,1.0,37.6,33.4,19.9,20.8,2.2,2.5,252.3,279.8,6.3,5.6,45.0,28.6,37.1,43.5,1.3,2.9,181.8,242.4,434.2,522.3,1.8,1.8,65.3,51.3,0.5292553191489361,0.6227544910179641,6.710106382978723,8.377245508982037,74.7,66.8,0.3828647925033467,0.6736526946107785,4.900269541778976,5.572413793103449,5.812583668005354,7.818862275449101,0,0,0,0,0,0,0,0,0,1,-15.79,-5.29,17.6,18.8,1.1,0.6,0.8,0.4,32.0,29.9,17.8,16.9,1.5,2.0,195.1,265.0,4.8,6.0,32.9,20.7,37.3,32.8,0.7,1.6,147.9,164.1,343.0,429.1,1.9,1.0,42.9,62.8,0.55625,0.5652173913043478,6.096875,8.862876254180602,69.3,59.8,0.2987012987012987,0.5501672240802675,3.9651474530831106,5.003048780487805,4.94949494949495,7.175585284280937,0,0,0,0,1,0,0,0,0,0,-15.45,-8.11
09-03,SOUTHERN-METHODIST,NORTH-TEXAS,34,21,-280,240,-7.0,68,20.5,23.1,1.4,0.4,0.7,0.8,30.5,25.8,16.8,15.3,1.6,2.3,218.0,240.7,5.3,6.6,45.7,27.8,41.9,45.3,1.9,3.1,164.8,261.5,382.8,502.2,2.1,1.3,50.2,67.1,0.5508196721311476,0.5930232558139535,7.147540983606557,9.329457364341085,72.4,51.6,0.38397790055248615,0.8856589147286822,3.933174224343676,5.772626931567329,5.287292817679558,9.732558139534882,0,1,0,0,0,0,0,0,0,0,-12.22,0.62,18.7,25.8,1.2,1.2,0.9,0.3,33.9,31.1,15.8,21.3,1.0,1.8,161.4,262.7,6.2,4.7,41.3,15.2,36.3,44.2,0.6,2.7,158.7,239.8,320.1,502.4,2.1,1.5,56.7,44.2,0.46607669616519176,0.684887459807074,4.761061946902656,8.446945337620578,70.19999999999999,62.2,0.21652421652421655,0.6639871382636655,4.371900826446281,5.425339366515837,4.5598290598290605,8.07717041800643,0,0,0,0,1,0,0,0,0,0,-20.99,-2.91
09-03,SOUTH-ALABAMA,MISSISSIPPI-STATE,21,20,3000,-7000,28.0,52,18.1,20.6,0.8,0.8,1.3,0.8,29.3,28.1,15.3,16.9,1.3,1.4,199.5,195.0,6.8,6.3,37.3,25.0,40.1,41.1,1.5,2.8,160.8,221.0,360.3,416.0,2.1,1.7,57.8,61.2,0.5221843003412969,0.6014234875444839,6.808873720136519,6.93950177935943,69.4,56.2,0.36023054755043227,0.6637010676156583,4.0099750623441395,5.377128953771289,5.19164265129683,7.402135231316725,0,0,0,0,0,0,0,0,0,1,-11.31,-3.72,23.2,21.0,1.0,0.1,0.4,1.0,38.5,32.6,25.5,19.8,2.5,1.2,316.4,216.5,4.1,4.5,23.2,34.4,32.8,40.8,1.6,1.2,144.1,174.6,460.5,391.2,1.4,1.1,38.9,39.7,0.6623376623376623,0.6073619631901841,8.218181818181817,6.641104294478527,71.3,65.2,0.48246844319775595,0.3558282208588957,4.3932926829268295,4.279411764705882,6.4586255259467045,6.0,0,0,0,0,0,0,0,0,1,0,13.59,4.74
