date,away,home,away_score,home_score,away_ml,home_ml,spread,o/u,a_first_downs,a_opponents_first_downs,a_fumbles_lost,a_opponents_fumbles_lost,a_interceptions,a_opponents_interceptions,a_pass_attempts,a_opponents_pass_attempts,a_pass_completions,a_opponents_pass_completions,a_pass_touchdowns,a_opponents_pass_touchdowns,a_pass_yards,a_opponents_pass_yards,a_penalties,a_opponents_penalties,a_points_against_per_game,a_points_per_game,a_rush_attempts,a_opponents_rush_attempts,a_rush_touchdowns,a_opponents_rush_touchdowns,a_rush_yards,a_opponents_rush_yards,a_yards,a_opponents_yards,a_turnovers,a_opponents_turnovers,a_yards_from_penalties,a_opponents_yards_from_penalties,a_pass_completion_percentage,a_opponents_pass_completion_percentage,a_pass_yards_per_attempt,a_opponents_pass_yards_per_attempt,a_plays,a_opponents_plays,a_points_per_play,a_opponents_points_per_play,a_rush_yards_per_attempt,a_opponents_rush_yards_per_attempt,a_yards_per_play,a_opponents_yards_per_play,a_acc,a_american,a_big-12,a_big-ten,a_cusa,a_mac,a_mwc,a_pac-12,a_sec,a_sun-belt,a_simple_rating_system,a_strength_of_schedule,h_first_downs,h_opponents_first_downs,h_fumbles_lost,h_opponents_fumbles_lost,h_interceptions,h_opponents_interceptions,h_pass_attempts,h_opponents_pass_attempts,h_pass_completions,h_opponents_pass_completions,h_pass_touchdowns,h_opponents_pass_touchdowns,h_pass_yards,h_opponents_pass_yards,h_penalties,h_opponents_penalties,h_points_against_per_game,h_points_per_game,h_rush_attempts,h_opponents_rush_attempts,h_rush_touchdowns,h_opponents_rush_touchdowns,h_rush_yards,h_opponents_rush_yards,h_yards,h_opponents_yards,h_turnovers,h_opponents_turnovers,h_yards_from_penalties,h_opponents_yards_from_penalties,h_pass_completion_percentage,h_opponents_pass_completion_percentage,h_pass_yards_per_attempt,h_opponents_pass_yards_per_attempt,h_plays,h_opponents_plays,h_points_per_play,h_opponents_points_per_play,h_rush_yards_per_attempt,h_opponents_rush_yards_per_attempt,h_yards_per_play,h_opponents_yards_per_play,h_acc,h_american,h_big-12,h_big-ten,h_cusa,h_mac,h_mwc,h_pac-12,h_sec,h_sun-belt,h_simple_rating_system,h_strength_of_schedule
09-22,SOUTH-CAROLINA,VANDERBILT,37,14,-125,105,-1.5,53,18.4,25.2,0.2,0.55,1.45,1.05,39.25,26.4,24.9,17.95,1.7,1.05,248.45,214.0,3.9,4.75,30.85,20.6,25.55,44.6,0.6,2.1,88.5,206.05,336.95,420.05,1.65,1.6,39.0,43.75,0.6343949044585987,0.6799242424242424,6.329936305732484,8.106060606060607,64.8,52.8,0.31790123456790126,0.5842803030303031,3.4637964774951073,4.619955156950673,5.199845679012346,7.955492424242425,0,0,0,0,0,0,0,0,1,0,7.77,3.85,16.7,17.416666666666668,0.65,0.35,0.5666666666666667,0.55,28.21666666666667,24.233333333333334,16.816666666666666,14.45,1.65,0.9833333333333334,212.8,152.63333333333333,4.816666666666666,5.6,20.733333333333334,21.46666666666667,25.333333333333336,33.03333333333333,1.1833333333333333,1.4166666666666667,100.71666666666667,153.23333333333335,313.51666666666665,305.81666666666666,1.2666666666666666,0.9,42.8,42.61666666666667,0.5959834613112817,0.5962861072902338,7.541642055522741,6.298486932599724,53.550000000000004,48.46666666666667,0.4008714596949891,0.42778541953232463,3.975657894736842,4.638748738647831,5.8546529723000305,6.309834938101788,0,0,0,0,0,0,0,0,1,0,-2.11,2.3
09-22,SOUTH-ALABAMA,MEMPHIS,35,52,6000,-15000,31.5,67,13.566666666666666,18.583333333333332,0.8166666666666667,0.75,0.85,1.1,27.4,28.8,15.583333333333332,17.483333333333334,1.15,1.5666666666666667,181.8,223.7833333333333,7.133333333333333,4.95,25.5,19.983333333333334,26.816666666666666,34.233333333333334,1.0666666666666667,1.4833333333333334,92.56666666666666,135.4,274.31666666666666,359.23333333333335,1.6666666666666665,1.85,66.05,41.6,0.5687347931873479,0.6070601851851852,6.635036496350366,7.770254629629628,54.21666666666667,57.6,0.36858284660313556,0.4427083333333333,3.45183343691734,3.955209347614411,5.05963725791577,6.236689814814815,0,0,0,0,0,0,0,0,0,1,-11.71,-6.46,19.6,22.25,1.75,1.1,0.9,0.6,31.25,21.7,19.3,12.9,1.5,1.2,240.0,167.05,6.25,4.25,27.25,33.25,29.4,58.35,2.75,2.45,215.05,224.1,455.05,391.1,2.6,1.7,48.7,37.3,0.6176,0.5944700460829494,7.68,7.69815668202765,60.65,43.4,0.5482275350370981,0.6278801843317973,7.3146258503401365,3.840616966580977,7.502885408079143,9.01152073732719,0,1,0,0,0,0,0,0,0,0,8.52,-0.79
09-22,AIR-FORCE,UTAH-STATE,32,42,260,-330,9.0,60,21.6,21.35,0.6,0.7,0.75,0.2,12.45,30.15,6.9,22.15,0.9,2.15,137.05,321.05,4.5,6.1,32.7,29.2,59.8,33.3,2.6,1.8,257.65,138.4,394.65,459.45,1.35,0.9,44.4,62.55,0.5542168674698795,0.7346600331674958,11.008032128514058,10.648424543946932,72.25,60.3,0.40415224913494807,0.5422885572139304,4.308528428093645,4.156156156156157,5.462283737024221,7.619402985074627,0,0,0,0,0,0,1,0,0,0,-4.77,-1.02,20.55,21.35,0.65,1.35,1.25,1.5,35.5,31.95,21.25,18.8,0.9,1.4,235.75,205.75,7.35,7.3,26.2,37.85,36.4,45.85,2.4,1.25,160.45,177.1,396.2,382.8,1.9,2.85,63.0,60.1,0.5985915492957746,0.5884194053208138,6.640845070422535,6.439749608763694,71.9,63.9,0.5264255910987482,0.41001564945226915,4.407967032967033,3.862595419847328,5.510431154381084,5.990610328638498,0,0,0,0,0,0,1,0,0,0,-2.18,-3.72
09-22,NEW-MEXICO-STATE,TEXAS-EL-PASO,27,20,-230,185,-5.5,51,15.275,15.554166666666667,0.3333333333333333,0.5875,1.6208333333333333,0.7666666666666666,33.0375,22.233333333333334,19.8125,12.983333333333334,1.3083333333333333,0.8833333333333334,216.20416666666665,147.825,5.879166666666666,5.9625,24.204166666666666,18.670833333333334,20.725,31.741666666666667,0.825,1.825,75.44583333333333,132.2375,291.225,280.0625,1.9541666666666666,1.4041666666666668,46.67916666666667,53.233333333333334,0.5996973136587211,0.5839580209895052,6.544204817757598,6.648800599700149,53.7625,44.46666666666667,0.3472835774626056,0.5443215892053973,3.64032971451548,4.166054082436335,5.41687979539642,6.29825712143928,0,0,0,0,0,0,0,0,0,1,-8.69,-8.3,12.65,25.15,0.75,0.85,0.85,0.25,26.8,22.4,11.3,13.7,0.3,2.0,108.6,177.65,6.4,5.95,37.4,11.9,30.65,48.05,1.15,2.85,137.75,307.15,246.35,484.8,1.6,1.1,53.9,52.4,0.4216417910447761,0.6116071428571429,4.052238805970149,7.930803571428572,57.45,44.8,0.2071366405570061,0.8348214285714286,4.494290375203915,6.392299687825182,4.288076588337685,10.821428571428573,0,0,0,0,1,0,0,0,0,0,-23.75,-3.67
09-22,TEXAS-STATE,TEXAS-SAN-ANTONIO,21,25,230,-280,7.0,49,17.65,19.4,1.35,1.4,1.15,0.75,29.6,32.05,15.45,21.4,1.15,1.65,181.35,266.4,7.45,9.15,35.8,18.15,40.5,37.15,0.95,2.15,123.8,154.45,305.15,420.85,2.5,2.15,61.35,80.75,0.5219594594594594,0.6677067082683308,6.126689189189189,8.31201248049922,70.1,64.1,0.25891583452211125,0.5585023400936038,3.05679012345679,4.157469717362045,4.353067047075606,6.565522620904837,0,0,0,0,0,0,0,0,0,1,-19.31,-7.31,16.21666666666667,14.8,0.8333333333333333,0.8166666666666667,0.4666666666666667,0.6,26.05,20.433333333333334,14.95,11.716666666666667,1.1166666666666667,1.6833333333333331,158.81666666666666,180.88333333333333,5.683333333333334,4.766666666666667,22.5,16.833333333333332,31.666666666666664,29.833333333333336,0.6166666666666667,1.0333333333333334,124.5,121.81666666666666,283.3666666666667,302.7,1.3,1.4166666666666667,40.9,47.63333333333333,0.5738963531669865,0.5734094616639478,6.09660908509277,8.852365415986949,57.71666666666667,40.86666666666667,0.2916546347097892,0.5505709624796085,3.9315789473684215,4.083240223463687,4.909615939936471,7.407014681892332,0,0,0,0,1,0,0,0,0,0,-5.78,-10.33
09-22,TROY,LOUISIANA-MONROE,35,27,-200,170,-4.5,58,18.4,19.0,1.45,0.85,0.75,1.15,31.45,30.55,20.75,19.85,1.0,2.25,226.05,236.15,6.75,6.65,28.0,26.75,35.25,37.65,2.15,0.75,141.15,128.1,367.25,364.25,2.25,2.0,58.55,54.3,0.6597774244833069,0.6497545008183306,7.1875993640699525,7.729950900163666,66.7,61.1,0.4010494752623688,0.4582651391162029,4.004255319148936,3.402390438247012,5.50599700149925,5.961538461538462,0,0,0,0,0,0,0,0,0,1,3.59,-8.03,17.55,26.3,0.65,0.7,0.9,0.9,30.85,34.15,17.75,22.35,1.65,2.1,249.4,306.4,5.65,5.8,37.5,24.7,33.9,40.55,1.15,2.35,150.5,201.15,399.9,507.55,1.5,1.6,44.95,57.8,0.5753646677471637,0.6544655929721817,8.084278768233387,8.972181551976574,64.75,68.3,0.38146718146718145,0.5490483162518301,4.43952802359882,4.960542540073983,6.1760617760617755,7.431185944363104,0,0,0,0,0,0,0,0,0,1,-10.88,-4.88
09-22,VIRGINIA-TECH,OLD-DOMINION,35,49,-7000,3000,-29.0,53,18.6,13.7,0.2,1.25,0.35,2.0,28.75,31.25,17.4,17.7,1.8,0.6,223.25,216.4,4.8,6.65,8.9,26.1,40.9,31.7,0.75,0.25,142.7,106.95,365.9,323.35,0.55,3.25,48.6,42.1,0.6052173913043478,0.5664,7.765217391304348,6.9248,69.65,62.5,0.3747307968413496,0.1424,3.488997555012225,3.373817034700316,5.253409906676238,5.1736,1,0,0,0,0,0,0,0,0,0,10.56,2.41,14.05,20.35,0.41666666666666663,0.6,0.9333333333333333,0.4333333333333333,25.133333333333333,26.183333333333334,13.8,16.733333333333334,0.7333333333333334,1.7166666666666668,159.61666666666667,199.83333333333331,3.416666666666667,3.8166666666666664,27.183333333333334,17.016666666666666,29.366666666666667,37.13333333333333,1.2833333333333332,1.75,120.95,166.18333333333334,280.56666666666666,366.01666666666665,1.35,0.9833333333333334,31.733333333333334,36.56666666666666,0.5490716180371353,0.6390833863781031,6.3507957559681705,7.63208147676639,54.5,52.36666666666667,0.3122324159021407,0.5190961171228516,4.11861520998865,4.475314183123878,5.148012232415902,6.989497135582432,0,0,0,0,1,0,0,0,0,0,-13.95,-6.53
09-22,NORTH-TEXAS,LIBERTY,47,7,-380,290,-10.5,68,25.15,17.55,0.7,0.3,0.55,2.05,42.8,32.3,27.95,16.3,2.15,1.35,331.45,229.95,5.95,6.35,27.5,40.25,36.4,33.8,1.5,1.95,122.85,133.75,454.3,363.7,1.2,2.3,57.4,53.2,0.6530373831775701,0.5046439628482973,7.744158878504673,7.1191950464396285,79.19999999999999,64.6,0.5082070707070708,0.4256965944272446,3.375,3.9571005917159767,5.7361111111111125,5.630030959752323,0,0,0,0,1,0,0,0,0,0,-3.6,-4.1,24.0,23.55,1.0,0.9,1.0,0.5,37.15,27.7,21.45,14.75,2.4,1.35,295.75,189.7,5.15,6.45,30.4,33.15,35.55,49.45,2.0,2.4,167.7,255.75,463.45,445.45,2.0,1.4,40.35,69.25,0.5773889636608345,0.5324909747292419,7.960969044414536,6.8483754512635375,72.69999999999999,55.4,0.4559834938101789,0.5487364620938628,4.717299578059071,5.171890798786653,6.374828060522697,8.040613718411553,0,0,0,0,0,0,0,0,0,0,-9.12,-6.62
09-22,GEORGIA,MISSOURI,43,29,-650,450,-15.5,68,23.6,16.05,0.25,0.5,0.55,1.15,20.15,34.05,14.45,20.9,2.05,1.4,194.7,187.45,5.9,4.1,14.2,40.2,44.2,31.35,2.65,0.25,262.2,116.0,456.9,303.45,0.8,1.65,53.1,38.6,0.71712158808933,0.6138032305433186,9.662531017369727,5.505139500734215,64.35,68.1,0.6247086247086248,0.20851688693098386,5.9321266968325785,3.7001594896331738,7.1002331002331,4.455947136563877,0,0,0,0,0,0,0,0,1,0,22.47,7.01,27.7,19.75,0.65,0.45,0.8,0.7,38.55,37.7,24.25,23.1,3.45,1.5,347.55,310.25,6.7,5.45,28.4,38.75,41.6,31.6,1.1,1.55,206.25,112.5,553.85,422.75,1.45,1.15,56.25,45.4,0.6290531776913101,0.6127320954907162,9.015564202334632,8.22944297082228,80.15,75.4,0.4834684965689332,0.37665782493368694,4.9579326923076925,3.560126582278481,6.910168434185901,5.606763925729442,0,0,0,0,0,0,0,0,1,0,4.28,1.44
09-22,TEXAS-AM,ALABAMA,23,45,1350,-2300,24.5,59,24.25,16.9,0.75,0.45,0.45,0.65,34.0,29.65,20.25,17.5,1.85,1.85,295.35,249.55,5.1,4.7,24.85,34.85,38.7,35.55,2.0,1.25,165.8,140.0,461.15,389.55,1.25,1.1,44.35,44.15,0.5955882352941176,0.5902192242833053,8.686764705882354,8.416526138279933,72.7,59.3,0.4793672627235213,0.41905564924114674,4.284237726098191,3.938115330520394,6.343191196698761,6.5691399662731875,0,0,0,0,0,0,0,0,1,0,3.36,3.05,19.516666666666666,12.366666666666667,0.5833333333333333,0.3666666666666667,0.26666666666666666,1.2833333333333332,21.15,26.366666666666667,13.55,12.866666666666667,2.333333333333333,0.7166666666666667,199.2,144.18333333333334,4.95,5.283333333333333,8.866666666666667,37.88333333333333,36.35,28.183333333333337,2.1333333333333333,0.3,201.96666666666667,83.68333333333334,401.2166666666667,227.86666666666667,0.85,1.6,42.46666666666667,42.16666666666667,0.640661938534279,0.48798988621997474,9.418439716312056,5.4683944374209865,57.5,52.733333333333334,0.6588405797101449,0.168141592920354,5.556166895919303,2.9692489651094025,6.977681159420291,4.321112515802781,0,0,0,0,0,0,0,0,1,0,21.25,5.46
09-22,WISCONSIN,IOWA,28,17,-150,130,-3.0,44,23.55,14.0,0.55,0.55,1.05,1.2,21.85,25.85,14.05,13.6,1.4,1.15,181.3,145.3,5.2,3.95,16.45,33.4,47.85,30.05,2.75,0.75,266.85,116.2,448.15,261.55,1.6,1.8,43.1,35.05,0.6430205949656751,0.5261121856866537,8.297482837528603,5.620889748549323,69.7,51.7,0.479196556671449,0.3181818181818182,5.576802507836991,3.8668885191347755,6.4296987087517925,5.05899419729207,0,0,0,1,0,0,0,0,0,0,22.61,6.18,16.7,15.9,0.5,0.7,0.5,1.05,26.9,31.9,14.9,18.4,1.3,1.0,172.15,176.15,6.05,6.55,12.45,25.6,39.5,32.75,1.65,0.4,148.1,102.3,320.3,278.5,1.0,1.75,50.8,59.85,0.5539033457249071,0.5768025078369906,6.399628252788105,5.521943573667712,66.4,63.8,0.38554216867469876,0.195141065830721,3.749367088607595,3.1236641221374044,4.823795180722891,4.365203761755486,0,0,0,1,0,0,0,0,0,0,14.66,8.74
09-22,ARIZONA-STATE,WASHINGTON,20,27,775,-1300,18.0,54,18.4,19.116666666666667,0.25,0.5833333333333333,0.4333333333333333,0.5666666666666667,29.666666666666664,28.483333333333334,19.15,16.933333333333334,1.55,1.0,236.1,203.2833333333333,4.316666666666666,6.066666666666666,22.73333333333333,24.816666666666666,31.03333333333333,32.266666666666666,1.3833333333333333,1.6166666666666667,119.81666666666668,145.58333333333334,355.91666666666663,348.8666666666667,0.6833333333333333,1.15,36.5,52.36666666666667,0.6455056179775281,0.5944997074312464,7.958426966292135,7.136922176711526,60.699999999999996,56.96666666666667,0.40884129599121366,0.3990637799882972,3.860902255639098,4.511880165289257,5.863536518396486,6.124049151550614,0,0,0,0,0,0,0,1,0,0,3.8,3.72,20.9,18.4,0.5,0.85,0.7,0.85,27.4,34.8,17.25,21.95,1.25,0.65,223.85,201.35,5.85,6.6,15.05,27.35,36.7,36.1,1.9,0.9,160.1,118.35,384.0,319.65,1.15,1.65,49.6,61.25,0.6295620437956204,0.6307471264367817,8.16970802919708,5.7859195402298855,64.1,69.6,0.4266770670826834,0.21623563218390807,4.362397820163487,3.278393351800554,5.990639625585024,4.592672413793103,0,0,0,0,0,0,0,1,0,0,16.22,1.61
09-22,EASTERN-MICHIGAN,SAN-DIEGO-STATE,20,23,290,-380,10.5,48,20.4,18.55,0.55,1.15,0.9,0.35,36.15,26.5,22.45,16.9,1.65,1.65,302.4,210.15,8.35,7.15,25.15,25.05,35.95,40.8,1.35,1.45,118.0,212.9,420.4,423.05,1.4,1.5,71.0,65.2,0.6210235131396957,0.6377358490566037,8.365145228215768,7.930188679245283,72.1,53.0,0.3474341192787795,0.4745283018867924,3.2823365785813627,5.218137254901961,5.830790568654646,7.9820754716981135,0,0,0,0,0,1,0,0,0,0,-4.09,-4.76,19.3,17.65,0.85,0.25,0.15,0.8,19.45,32.05,11.25,20.35,0.75,2.05,134.35,257.6,8.25,4.85,23.1,24.9,45.85,31.1,2.0,0.9,241.7,89.4,376.05,347.0,1.0,1.0,82.45,35.7,0.5784061696658098,0.6349453978159127,6.90745501285347,8.037441497659907,65.3,64.1,0.38131699846860645,0.3603744149765991,5.2715376226826605,2.87459807073955,5.758805513016846,5.413416536661467,0,0,0,0,0,0,1,0,0,0,5.05,-3.87
09-27,NORTH-CAROLINA,MIAMI-FL,10,47,700,-1100,18.5,56,16.6,18.133333333333333,0.41666666666666663,0.5666666666666667,0.9833333333333334,0.3,28.7,26.066666666666666,16.2,14.483333333333334,1.3166666666666667,1.4,195.73333333333335,174.63333333333333,6.4,4.233333333333333,26.9,22.333333333333336,29.71666666666667,36.31666666666666,1.3666666666666667,1.8166666666666667,128.06666666666666,176.16666666666669,323.8,350.8,1.4,0.8166666666666667,59.6,37.8,0.5644599303135889,0.5556265984654732,6.819976771196284,6.6994884910485935,58.41666666666667,52.13333333333333,0.38231098430813126,0.5159846547314578,4.30959057767807,4.850849013308858,5.542938659058487,6.728900255754476,1,0,0,0,0,0,0,0,0,0,-1.82,4.1,17.65,14.4,0.31666666666666665,0.55,0.8833333333333333,0.9,26.066666666666663,25.78333333333333,14.416666666666668,14.016666666666666,1.75,1.25,199.91666666666669,167.05,4.516666666666667,4.266666666666667,18.083333333333332,25.21666666666667,31.316666666666666,30.833333333333336,1.4166666666666665,0.65,150.98333333333335,98.71666666666667,350.95,265.76666666666665,1.2,1.45,41.733333333333334,37.36666666666667,0.5530690537084401,0.5436328377504848,7.669437340153454,6.478991596638656,57.383333333333326,51.56666666666666,0.4394423467905897,0.3506787330316742,4.821181479510378,3.2016216216216216,6.115887307580599,5.153846153846154,1,0,0,0,0,0,0,0,0,0,14.98,6.29
09-28,MEMPHIS,TULANE,24,40,-650,450,-14.5,67,23.85,22.0,1.0,1.35,0.65,0.6,32.5,28.2,21.05,17.9,2.0,1.95,276.75,244.05,6.5,6.0,30.5,41.0,34.9,49.1,3.25,2.2,224.55,184.85,501.3,428.85,1.6,1.95,56.2,55.55,0.6476923076923077,0.6347517730496454,8.515384615384615,8.654255319148938,67.4,56.4,0.6083086053412462,0.5407801418439716,6.434097421203439,3.764765784114053,7.437685459940653,7.6037234042553195,0,1,0,0,0,0,0,0,0,0,8.52,-0.79,15.816666666666666,20.183333333333334,0.45,0.3833333333333333,0.3333333333333333,0.8833333333333333,18.05,26.133333333333333,9.483333333333334,16.3,0.8333333333333333,1.8833333333333333,144.58333333333331,229.18333333333334,4.816666666666666,5.933333333333334,27.266666666666666,18.166666666666668,37.53333333333333,33.93333333333334,1.55,1.6333333333333333,160.91666666666666,166.95,305.5,396.1333333333333,0.7833333333333333,1.2666666666666666,44.21666666666667,55.483333333333334,0.5253924284395198,0.6237244897959184,8.010156971375807,8.769770408163266,55.58333333333333,52.266666666666666,0.3268365817091455,0.5216836734693877,4.287300177619893,4.9199410609037315,5.496251874062969,7.579081632653061,0,1,0,0,0,0,0,0,0,0,-2.24,-0.57
09-28,UCLA,COLORADO,16,38,250,-310,9.0,57,17.0,20.05,0.7833333333333333,0.6166666666666667,0.8166666666666667,0.3833333333333333,29.85,24.233333333333334,17.916666666666668,14.216666666666667,1.45,1.1666666666666667,232.08333333333334,177.81666666666666,6.933333333333334,6.166666666666666,30.883333333333333,21.75,27.016666666666666,40.28333333333333,1.25,2.6,99.58333333333334,200.78333333333333,331.6666666666667,378.6,1.6,1.0,62.18333333333334,49.46666666666666,0.6002233389168062,0.5866574965612105,7.7749860413177,7.337689133425034,56.86666666666667,48.46666666666667,0.3824736225087925,0.6372077028885832,3.685996298581123,4.9842780306164665,5.832356389214537,7.811554332874828,0,0,0,0,0,0,0,1,0,0,0.64,4.41,22.8,23.65,0.2,1.0,0.65,0.85,38.85,30.45,23.15,19.7,1.8,1.95,263.2,264.8,6.4,6.9,32.35,24.7,39.1,43.3,0.95,2.2,116.0,250.9,379.2,515.65,0.85,1.85,48.1,59.8,0.5958815958815958,0.6469622331691297,6.774774774774774,8.696223316912972,77.95,60.9,0.3168697883258499,0.5311986863711002,2.9667519181585678,5.79445727482679,4.864656831302116,8.467159277504106,0,0,0,0,0,0,0,1,0,0,-2.61,-0.36
09-29,ARMY,BUFFALO,42,13,215,-265,7.0,54,15.358333333333334,12.933333333333334,0.24166666666666667,0.4125,0.5,0.39583333333333337,4.645833333333333,16.03333333333333,1.625,10.175,0.14166666666666666,1.0708333333333333,31.025,132.9,3.35,3.3166666666666664,16.375,20.225,45.22083333333333,21.075,2.5458333333333334,1.1291666666666667,249.00416666666666,118.48333333333333,280.0291666666667,251.38333333333333,0.6916666666666667,0.8083333333333333,30.8375,24.0875,0.34977578475336324,0.6346153846153847,6.678026905829596,8.28898128898129,49.86666666666667,32.06666666666666,0.40558155080213903,0.5106548856548857,5.506403759329218,5.621984974298142,5.6155581550802145,7.83939708939709,0,0,0,0,0,0,0,0,0,0,3.69,-3.0,17.366666666666667,16.3,0.3833333333333333,0.41666666666666663,0.6666666666666667,0.5166666666666666,27.233333333333334,26.5,16.0,14.8,2.0,1.1666666666666667,239.23333333333335,178.65,4.216666666666667,5.766666666666667,19.316666666666666,27.166666666666664,30.683333333333337,34.53333333333333,1.5833333333333335,1.2333333333333334,127.21666666666667,138.45,366.45,317.15,1.05,0.9333333333333333,35.4,56.55,0.587515299877601,0.5584905660377358,8.784577723378213,6.741509433962264,57.91666666666667,53.0,0.4690647482014388,0.3644654088050314,4.146116241173275,4.009169884169884,6.327194244604316,5.983962264150943,0,0,0,0,0,1,0,0,0,0,-2.92,-5.34
09-29,CINCINNATI,CONNECTICUT,49,7,-800,550,-17.0,63,16.433333333333334,17.78333333333333,0.3833333333333333,0.41666666666666663,0.5666666666666667,0.5333333333333333,26.35,25.7,15.033333333333331,14.9,1.2666666666666666,1.1166666666666667,166.78333333333333,172.8,7.483333333333333,5.766666666666667,22.316666666666666,20.03333333333333,29.616666666666667,33.56666666666666,1.3666666666666667,1.3,124.48333333333335,152.11666666666667,291.31666666666666,324.9166666666667,0.9,0.95,72.41666666666666,53.483333333333334,0.5705249841872232,0.5797665369649806,6.329538266919671,6.723735408560312,55.96666666666667,51.4,0.3579511614055985,0.4341763942931258,4.203151378728194,4.531777557100298,5.205181655747468,6.321335927367056,0,1,0,0,0,0,0,0,0,0,-9.59,-0.76,16.316666666666666,23.016666666666666,0.85,0.3666666666666667,0.7833333333333333,0.25,27.55,30.616666666666667,16.983333333333334,21.166666666666668,1.25,2.4833333333333334,198.85,280.6166666666667,4.65,7.166666666666666,37.28333333333333,17.3,32.56666666666666,33.06666666666666,0.95,2.1833333333333336,131.31666666666666,207.38333333333333,330.1666666666667,488.0,1.6333333333333333,0.6166666666666667,42.81666666666666,65.43333333333334,0.6164549304295222,0.6913445835601525,7.2177858439201446,9.165487207403375,60.11666666666666,61.233333333333334,0.28777377321874137,0.6088731627653783,4.03224155578301,6.271673387096775,5.492098696978099,7.9695155144256935,0,1,0,0,0,0,0,0,0,0,-12.29,-0.12
09-29,CENTRAL-MICHIGAN,MICHIGAN-STATE,20,31,1400,-4000,27.5,45,14.566666666666666,16.016666666666666,0.8833333333333333,0.6166666666666667,1.15,1.0833333333333333,28.46666666666667,23.28333333333333,16.016666666666666,13.2,1.3,1.2666666666666666,180.35,132.83333333333334,5.366666666666667,4.95,23.25,19.166666666666668,30.55,36.733333333333334,1.0,1.4,113.25,165.51666666666665,293.6,298.4,2.033333333333333,1.7,49.233333333333334,45.7,0.5626463700234191,0.5669291338582677,6.335480093676814,5.705082319255548,59.016666666666666,46.56666666666666,0.3247670149675233,0.49928418038654265,3.707037643207856,4.5058983666061705,4.974865857102514,6.408017179670723,0,0,0,0,0,1,0,0,0,0,-5.03,-4.8,17.8,14.983333333333334,0.8666666666666667,0.35,0.8,1.1333333333333333,26.633333333333333,31.683333333333337,16.166666666666668,19.5,1.3333333333333335,1.0166666666666666,194.18333333333334,204.53333333333333,6.083333333333334,4.316666666666666,17.416666666666668,22.333333333333336,33.31666666666666,23.983333333333334,1.2,0.7,125.03333333333333,58.233333333333334,319.2166666666667,262.76666666666665,1.6666666666666665,1.4833333333333334,53.55,44.33333333333333,0.607008760951189,0.6154655444502892,7.2909887359199,6.455549710678589,59.949999999999996,63.366666666666674,0.37253266611064784,0.2748553392951078,3.75287643821911,2.4280750521195276,5.324715040311371,4.146764860599684,0,0,0,1,0,0,0,0,0,0,13.83,7.68
09-29,NORTHERN-ILLINOIS,EASTERN-MICHIGAN,26,23,140,-160,3.5,50,13.025,13.020833333333332,0.5416666666666666,0.7083333333333333,0.48333333333333334,0.7875,22.7875,22.941666666666663,12.5875,13.6125,1.3458333333333332,0.9125,135.7625,168.77083333333334,3.8708333333333336,4.583333333333333,17.333333333333332,18.09583333333333,27.395833333333336,31.104166666666664,0.825,0.925,102.69166666666668,87.72916666666666,238.50416666666666,256.5,1.025,1.4958333333333333,33.708333333333336,42.46666666666667,0.5523861766319254,0.5933527061387579,5.957761930883159,7.356520159825647,50.18333333333334,45.883333333333326,0.3605944868814347,0.37776970577551766,3.7484410646387833,2.8204956463496313,4.752656924609764,5.590265165274247,0,0,0,0,0,1,0,0,0,0,0.91,-4.32,15.9,14.883333333333333,0.55,0.65,0.9,0.5166666666666666,28.65,21.833333333333332,17.45,13.066666666666666,1.3166666666666667,1.3166666666666667,225.9,162.81666666666666,5.85,5.65,19.983333333333334,20.383333333333333,30.116666666666667,33.13333333333333,1.0166666666666666,0.95,102.66666666666666,157.73333333333335,328.56666666666666,320.55,1.4,1.1666666666666667,50.33333333333333,52.53333333333333,0.6090750436300174,0.5984732824427481,7.884816753926702,7.457251908396946,58.766666666666666,43.666666666666664,0.34685195689166193,0.45763358778625957,3.4089651355838404,4.760563380281691,5.59103800340329,7.3408396946564896,0,0,0,0,0,1,0,0,0,0,-4.09,-4.76
09-29,KENT-STATE,BALL-STATE,24,52,230,-275,7.5,62,18.8,22.05,0.7,0.55,1.4,0.75,30.75,27.8,18.0,17.3,1.1,1.3,189.35,255.55,6.9,6.1,34.8,16.65,42.35,41.2,0.9,3.05,159.25,231.25,348.6,486.8,2.1,1.3,60.55,56.3,0.5853658536585366,0.6223021582733813,6.157723577235772,9.192446043165468,73.1,55.6,0.22777017783857728,0.6258992805755395,3.7603305785123964,5.612864077669903,4.768809849521205,8.755395683453237,0,0,0,0,0,1,0,0,0,0,-17.66,-1.75,16.9,18.766666666666666,0.3,0.3333333333333333,0.85,0.5,30.9,24.233333333333334,17.083333333333332,15.333333333333332,0.7,1.5333333333333332,163.01666666666665,200.38333333333333,4.633333333333333,4.466666666666667,30.183333333333337,14.45,32.6,32.233333333333334,0.9,2.0666666666666664,130.43333333333334,157.33333333333334,293.4,357.7166666666667,1.15,0.8333333333333333,47.03333333333333,42.31666666666666,0.5528586839266451,0.6327372764786794,5.275620280474649,8.268913342503438,63.5,48.46666666666667,0.22755905511811023,0.6227647867950482,4.0010224948875255,4.881075491209928,4.620472440944882,7.380674002751032,0,0,0,0,0,1,0,0,0,0,-19.27,-5.52
