date,away,home,away_score,home_score,away_ml,home_ml,spread,o/u,a_first_downs,a_opponents_first_downs,a_fumbles_lost,a_opponents_fumbles_lost,a_interceptions,a_opponents_interceptions,a_pass_attempts,a_opponents_pass_attempts,a_pass_completions,a_opponents_pass_completions,a_pass_touchdowns,a_opponents_pass_touchdowns,a_pass_yards,a_opponents_pass_yards,a_penalties,a_opponents_penalties,a_points_against_per_game,a_points_per_game,a_rush_attempts,a_opponents_rush_attempts,a_rush_touchdowns,a_opponents_rush_touchdowns,a_rush_yards,a_opponents_rush_yards,a_yards,a_opponents_yards,a_turnovers,a_opponents_turnovers,a_yards_from_penalties,a_opponents_yards_from_penalties,a_pass_completion_percentage,a_opponents_pass_completion_percentage,a_pass_yards_per_attempt,a_opponents_pass_yards_per_attempt,a_plays,a_opponents_plays,a_points_per_play,a_opponents_points_per_play,a_rush_yards_per_attempt,a_opponents_rush_yards_per_attempt,a_yards_per_play,a_opponents_yards_per_play,a_acc,a_american,a_big-12,a_big-ten,a_cusa,a_mac,a_mwc,a_pac-12,a_sec,a_sun-belt,a_simple_rating_system,a_strength_of_schedule,h_first_downs,h_opponents_first_downs,h_fumbles_lost,h_opponents_fumbles_lost,h_interceptions,h_opponents_interceptions,h_pass_attempts,h_opponents_pass_attempts,h_pass_completions,h_opponents_pass_completions,h_pass_touchdowns,h_opponents_pass_touchdowns,h_pass_yards,h_opponents_pass_yards,h_penalties,h_opponents_penalties,h_points_against_per_game,h_points_per_game,h_rush_attempts,h_opponents_rush_attempts,h_rush_touchdowns,h_opponents_rush_touchdowns,h_rush_yards,h_opponents_rush_yards,h_yards,h_opponents_yards,h_turnovers,h_opponents_turnovers,h_yards_from_penalties,h_opponents_yards_from_penalties,h_pass_completion_percentage,h_opponents_pass_completion_percentage,h_pass_yards_per_attempt,h_opponents_pass_yards_per_attempt,h_plays,h_opponents_plays,h_points_per_play,h_opponents_points_per_play,h_rush_yards_per_attempt,h_opponents_rush_yards_per_attempt,h_yards_per_play,h_opponents_yards_per_play,h_acc,h_american,h_big-12,h_big-ten,h_cusa,h_mac,h_mwc,h_pac-12,h_sec,h_sun-belt,h_simple_rating_system,h_strength_of_schedule
09-01,BOSTON-COLLEGE,NORTHERN-ILLINOIS,23,20,-170,150,-3.0,46.0,14.5,15.5,0.9,1.2,0.6,0.9,22.8,29.3,11.5,16.4,1.1,2.2,143.8,205.6,6.9,5.6,25.0,20.4,43.5,32.3,1.2,1.2,149.1,108.6,292.8,314.2,1.5,2.1,57.4,47.0,0.5043859649122807,0.5597269624573378,6.30701754385965,7.017064846416382,66.3,58.6,0.3076923076923077,0.4266211604095563,3.4275862068965517,3.362229102167183,4.416289592760181,5.361774744027303,1,0,0,0,0,0,0,0,0,0,0.58,0.5,23.5,24.4,0.3,0.2,1.1,1.2,33.3,34.7,19.3,19.7,1.7,2.1,224.0,250.7,7.0,6.9,30.3,30.5,45.8,43.3,2.3,2.0,239.8,200.8,463.8,451.5,1.4,1.3,70.0,69.3,0.5795795795795796,0.5677233429394812,6.726726726726727,7.224783861671469,79.1,69.4,0.38558786346396967,0.4365994236311239,5.2358078602620095,4.637413394919169,5.86346396965866,6.505763688760807,0,0,0,0,0,1,0,0,0,0,-4.39,-3.64
09-01,COLORADO-STATE,COLORADO,3,17,130,-150,3.0,68.0,26.75,21.85,0.8,1.25,0.75,1.8,33.35,35.65,21.35,20.65,2.6,1.7,289.25,254.8,7.0,4.55,28.7,46.65,42.25,36.65,2.65,1.75,204.5,183.05,493.75,437.85,1.6,3.05,46.9,34.7,0.6401799100449775,0.5792426367461431,8.673163418290855,7.147265077138851,75.6,71.3,0.6170634920634921,0.40252454417952316,4.840236686390533,4.994542974079128,6.531084656084657,6.140953716690043,0,0,0,0,0,0,1,0,0,0,2.52,-1.17,23.4,17.6,0.6,0.8,0.8,1.1,33.5,33.6,20.6,16.7,1.5,1.3,254.5,193.1,5.4,5.8,21.7,31.1,45.0,36.4,2.1,1.0,183.9,149.7,438.4,342.9,1.4,1.9,47.2,51.7,0.6149253731343284,0.4970238095238095,7.597014925373134,5.747023809523809,78.5,67.2,0.3961783439490446,0.32291666666666663,4.086666666666667,4.112637362637362,5.584713375796178,5.102678571428571,0,0,0,0,0,0,0,1,0,0,12.18,5.54
09-02,BOWLING-GREEN-STATE,MICHIGAN-STATE,10,35,614,-900,17.0,56.0,23.3,22.7,0.7,0.7,2.1,0.8,37.4,31.7,20.3,20.3,1.6,2.7,226.1,273.3,5.8,7.5,38.3,24.8,41.8,41.8,1.5,2.3,181.0,191.4,407.1,464.8,2.8,1.4,58.0,71.6,0.5427807486631017,0.6403785488958991,6.045454545454546,8.621451104100947,79.19999999999999,63.4,0.3131313131313132,0.6041009463722398,4.330143540669857,4.578947368421053,5.1401515151515165,7.3312302839116725,0,0,0,0,0,1,0,0,0,0,-10.58,-4.08,20.5,18.6,0.6,0.4,0.9,0.7,30.8,27.7,17.6,16.5,1.6,1.6,222.3,206.2,6.4,4.2,27.8,24.1,39.3,38.3,1.2,1.8,172.7,158.7,395.0,364.8,1.5,1.1,60.3,38.6,0.5714285714285715,0.5956678700361011,7.217532467532468,7.444043321299639,70.1,55.4,0.3437945791726106,0.5018050541516246,4.3944020356234095,4.143603133159269,5.634807417974323,6.584837545126354,0,0,0,1,0,0,0,0,0,0,-1.79,4.29
09-02,WYOMING,IOWA,3,24,306,-385,11.0,51.0,22.2,20.6,0.6,0.9,1.1,1.1,27.0,30.3,15.0,17.2,2.1,1.6,229.1,249.5,4.7,6.0,34.1,35.9,44.6,38.4,2.2,2.4,207.0,203.6,436.1,453.1,1.7,1.9,43.9,55.0,0.5555555555555556,0.5676567656765676,8.485185185185186,8.234323432343235,71.6,60.6,0.5013966480446927,0.5627062706270627,4.641255605381166,5.302083333333333,6.090782122905028,7.476897689768977,0,0,0,0,0,0,1,0,0,0,1.37,-0.99,16.7,18.2,0.2,0.7,0.8,0.7,23.8,30.8,13.5,15.5,1.3,1.4,153.2,201.4,5.0,5.2,18.8,24.9,38.6,37.8,1.8,0.8,171.8,149.8,325.0,351.2,0.9,1.4,41.3,40.2,0.5672268907563025,0.5032467532467533,6.436974789915966,6.538961038961039,62.400000000000006,61.6,0.39903846153846145,0.3051948051948052,4.450777202072539,3.9629629629629637,5.208333333333333,5.701298701298701,0,0,0,1,0,0,0,0,0,0,6.81,2.11
09-02,MIAMI-OH,MARSHALL,26,31,-185,165,-4.0,48.0,19.5,20.1,1.0,0.5,0.5,1.1,27.5,31.4,16.3,18.3,2.1,1.2,230.6,208.8,6.8,4.7,23.8,22.8,37.0,35.9,0.7,1.6,136.8,144.5,367.4,353.4,1.5,1.6,55.8,49.5,0.5927272727272728,0.5828025477707007,8.385454545454545,6.649681528662421,64.5,62.8,0.35348837209302325,0.37898089171974525,3.6972972972972977,4.025069637883009,5.696124031007751,5.627388535031847,0,0,0,0,0,1,0,0,0,0,-6.79,-5.87,20.1,24.2,0.3,1.0,1.0,0.7,36.5,31.0,22.0,18.3,2.3,1.8,241.8,253.7,7.5,6.8,35.3,26.4,33.0,40.4,1.0,2.3,108.2,202.3,350.0,456.0,1.3,1.7,76.8,68.3,0.6027397260273972,0.5903225806451613,6.624657534246576,8.183870967741935,69.5,62.0,0.37985611510791367,0.5693548387096774,3.278787878787879,5.007425742574258,5.0359712230215825,7.354838709677419,0,0,0,0,1,0,0,0,0,0,-13.59,-4.59
09-02,MASSACHUSETTS,COASTAL-CAROLINA,28,38,-160,140,-3.0,57.0,19.6,20.9,0.9,0.45,1.15,0.65,35.15,35.4,21.55,23.1,2.15,2.65,277.35,325.3,6.4,7.95,36.75,29.15,35.65,37.9,1.9,1.95,107.25,152.7,384.6,478.0,2.05,1.15,60.15,77.6,0.6130867709815079,0.652542372881356,7.890469416785208,9.189265536723164,70.8,70.8,0.4117231638418079,0.5190677966101696,3.0084151472650773,4.029023746701847,5.432203389830509,6.751412429378531,0,0,0,0,0,0,0,0,0,0,-11.94,-1.44,18.3,21.8,0.6,0.5,0.9,0.4,25.3,28.8,13.2,18.3,1.5,1.7,189.1,241.3,7.0,5.6,34.0,23.7,37.2,39.1,1.3,2.3,156.3,169.5,345.3,410.8,1.5,0.9,62.8,52.5,0.5217391304347826,0.6354166666666666,7.474308300395257,8.378472222222223,62.5,57.6,0.3792,0.5902777777777778,4.201612903225806,4.335038363171355,5.5248,7.131944444444445,0,0,0,0,0,0,0,0,0,1,-17.2,-8.78
09-02,LOUISVILLE,PURDUE,35,28,-2700,1442,-25.0,66.0,25.0,17.5,1.7,0.8,0.8,1.2,33.5,31.6,19.1,17.2,2.5,2.2,290.5,207.1,7.8,5.9,23.8,42.5,40.4,37.2,2.8,0.5,242.2,115.2,532.7,322.2,2.5,1.9,70.7,56.8,0.5701492537313433,0.5443037974683543,8.671641791044776,6.55379746835443,73.9,63.2,0.5751014884979702,0.37658227848101267,5.995049504950495,3.096774193548387,7.2083897158322054,5.098101265822784,1,0,0,0,0,0,0,0,0,0,11.87,2.1,21.2,21.8,0.7,0.3,2.1,1.0,46.4,26.3,26.0,15.6,2.1,1.8,294.9,207.4,4.3,7.1,38.3,24.6,30.0,45.3,1.0,2.9,96.3,238.5,391.3,445.9,2.8,1.3,37.3,63.9,0.560344827586207,0.5931558935361216,6.355603448275862,7.885931558935361,76.4,52.6,0.3219895287958115,0.7281368821292775,3.21,5.264900662251656,5.121727748691099,8.477186311787072,0,0,0,1,0,0,0,0,0,0,-8.96,1.29
09-02,ARKANSAS-STATE,NEBRASKA,36,43,477,-650,14.0,51.0,19.8,19.3,0.6,0.8,0.7,0.8,30.9,32.6,17.8,17.7,1.6,1.2,242.2,219.5,8.2,6.8,21.5,27.3,39.8,40.2,1.5,1.0,137.2,143.4,379.4,362.8,1.3,1.7,64.2,54.8,0.5760517799352751,0.5429447852760736,7.8381877022653725,6.733128834355828,70.69999999999999,65.2,0.3861386138613862,0.32975460122699385,3.4472361809045227,3.5671641791044775,5.366336633663367,5.564417177914111,0,0,0,0,0,0,0,0,0,1,-0.56,-5.64,20.5,17.8,0.4,0.2,0.7,1.2,30.8,32.5,15.5,19.5,1.4,1.2,211.7,215.8,5.8,5.0,23.9,26.5,40.2,33.2,1.8,1.7,169.2,148.0,380.9,363.8,1.1,1.5,53.5,44.5,0.5032467532467533,0.6,6.873376623376623,6.640000000000001,71.0,65.0,0.3732394366197183,0.36769230769230765,4.208955223880596,4.457831325301204,5.3647887323943655,5.596923076923077,0,0,0,1,0,0,0,0,0,0,7.55,2.94
09-02,NEVADA,NORTHWESTERN,20,31,1164,-1900,24.0,60.0,21.8,22.1,0.2,0.8,0.8,0.4,29.5,19.9,17.5,11.8,1.4,1.0,208.2,158.4,4.3,6.1,29.0,25.4,39.5,48.7,1.7,2.7,174.0,297.8,382.2,456.2,0.9,1.3,40.2,55.6,0.5932203389830508,0.5929648241206031,7.057627118644067,7.959798994974875,69.0,39.8,0.3681159420289855,0.7286432160804021,4.405063291139241,6.114989733059548,5.539130434782608,11.462311557788945,0,0,0,0,0,0,1,0,0,0,-9.7,-6.87,21.6,21.5,0.5,0.7,0.7,1.2,37.2,38.2,21.7,23.3,1.7,1.0,245.1,265.2,3.6,4.7,22.2,26.0,38.5,36.8,1.7,1.5,153.2,139.2,398.2,404.4,1.2,1.9,29.9,45.6,0.5833333333333333,0.6099476439790575,6.588709677419354,6.94240837696335,75.7,76.4,0.3434610303830911,0.29057591623036644,3.9792207792207788,3.782608695652174,5.260237780713342,5.293193717277486,0,0,0,1,0,0,0,0,0,0,5.46,3.07
09-02,BALL-STATE,ILLINOIS,21,24,173,-207,4.0,55.0,24.5,22.8,0.8,0.6,1.3,0.6,36.3,40.0,21.9,25.1,1.2,2.3,229.2,319.7,4.0,5.8,30.1,27.0,43.3,33.8,2.1,1.3,220.0,150.6,449.2,470.3,2.0,1.2,35.5,49.7,0.6033057851239669,0.6275000000000001,6.31404958677686,7.9925,79.6,80.0,0.3391959798994975,0.37625000000000003,5.080831408775982,4.455621301775148,5.64321608040201,5.87875,0,0,0,0,0,1,0,0,0,0,-9.11,-5.86,15.0,21.5,0.9,0.9,0.8,0.6,29.8,25.7,15.3,16.2,1.1,0.9,174.6,185.9,6.3,5.2,31.9,19.7,29.4,47.4,1.2,2.9,140.5,219.2,315.1,405.1,1.7,1.5,53.3,44.8,0.5134228187919463,0.6303501945525292,5.859060402684563,7.233463035019455,59.2,51.4,0.33277027027027023,0.6206225680933852,4.778911564625851,4.624472573839662,5.322635135135135,7.881322957198444,0,0,0,1,0,0,0,0,0,0,-7.75,3.75
09-02,CALIFORNIA,NORTH-CAROLINA,35,30,410,-540,13.0,57.0,27.9,26.7,0.3,0.6,1.0,0.9,51.8,32.9,31.9,19.7,3.1,2.5,358.8,245.4,7.4,8.9,42.6,37.1,34.5,44.3,1.3,2.7,154.3,272.9,513.2,518.3,1.3,1.5,75.8,76.8,0.6158301158301158,0.5987841945288754,6.9266409266409275,7.458966565349544,86.3,65.8,0.42989571263035925,0.6474164133738602,4.472463768115943,6.160270880361174,5.946697566628043,7.876899696048632,0,0,0,0,0,0,0,1,0,0,2.42,5.92,21.8,21.9,0.8,1.0,0.5,0.1,35.3,25.2,24.1,14.1,2.3,0.8,293.2,180.8,7.6,7.2,24.9,32.3,30.8,50.7,1.6,2.2,145.8,227.3,439.0,408.1,1.2,1.1,61.3,61.7,0.6827195467422097,0.5595238095238095,8.305949008498583,7.174603174603175,66.1,50.4,0.4886535552193646,0.494047619047619,4.733766233766234,4.483234714003944,6.641452344931922,8.097222222222223,1,0,0,0,0,0,0,0,0,0,8.25,1.79
